#time,current,voltage,power,charge,energy
198.5,0.376745,5.14336,1.93772,74.7359,384.402
199.0,0.376092,5.14342,1.93438,74.924,385.369
199.5,0.376048,5.14343,1.93416,75.112,386.336
200.0,0.373954,5.14351,1.92342,75.299,387.298
200.5,0.376762,5.14337,1.93781,75.4874,388.266
201.0,0.376472,5.1434,1.93633,75.6756,389.235
201.5,0.374064,5.14352,1.92399,75.8626,390.197
202.0,0.37449,5.14356,1.92619,76.0499,391.16
202.5,0.375468,5.14348,1.93119,76.2376,392.125
203.0,0.37555,5.14346,1.93161,76.4254,393.091
203.5,0.373972,5.14354,1.92352,76.6124,394.053
204.0,0.374177,5.14349,1.92456,76.7995,395.015
204.5,0.374206,5.14354,1.92473,76.9866,395.977
205.0,0.376711,5.14339,1.93755,77.1749,396.946
205.5,0.376312,5.14343,1.93552,77.3631,397.914
206.0,0.376079,5.14344,1.93432,77.5511,398.881
206.5,0.374399,5.14356,1.92573,77.7383,399.844
207.0,0.375509,5.14352,1.93142,77.9261,400.81
207.5,0.376114,5.14348,1.93452,78.1141,401.777
208.0,0.37379,5.14357,1.9226,78.301,402.738
208.5,0.374197,5.14354,1.92468,78.4881,403.701
209.0,0.374226,5.14361,1.92486,78.6752,404.663
209.5,0.375979,5.14351,1.93383,78.8632,405.63
210.0,0.37434,5.14356,1.92542,79.0504,406.593
210.5,0.373891,5.14355,1.92311,79.2373,407.554
211.0,0.374376,5.14356,1.92561,79.4245,408.517
211.5,0.375553,5.14352,1.93165,79.6123,409.483
212.0,0.37673,5.14349,1.93769,79.8007,410.452
212.5,0.376175,5.14351,1.93484,79.9888,411.419
213.0,0.374249,5.1436,1.92497,80.1759,412.382
213.5,0.374547,5.14356,1.92649,80.3631,413.345
214.0,0.376517,5.14343,1.93657,80.5514,414.313
214.5,0.37451,5.14354,1.92629,80.7387,415.276
215.0,0.373893,5.14359,1.92314,80.9256,416.238
215.5,0.374114,5.14356,1.92426,81.1127,417.2
216.0,0.375906,5.14349,1.93345,81.3006,418.167
216.5,0.376476,5.14344,1.93636,81.4889,419.135
217.0,0.376465,5.14347,1.93632,81.6771,420.103
217.5,0.376174,5.14346,1.93482,81.8652,421.071
218.0,0.374505,5.14354,1.92626,82.0524,422.034
218.5,0.376833,5.14344,1.9382,82.2408,423.003
219.0,0.376747,5.14349,1.93778,82.4292,423.972
219.5,0.374696,5.14362,1.92728,82.6166,424.935
220.0,0.374006,5.14368,1.92375,82.8036,425.897
220.5,0.375847,5.14355,1.93317,82.9915,426.864
221.0,0.37455,5.14358,1.92651,83.1788,427.827
221.5,0.374249,5.14361,1.92498,83.3659,428.789
222.0,0.374199,5.1436,1.92471,83.553,429.752
222.5,0.374489,5.14357,1.9262,83.7402,430.715
223.0,0.376721,5.14348,1.93764,83.9286,431.684
223.5,0.376904,5.14347,1.93858,84.117,432.653
224.0,0.376084,5.14351,1.93438,84.3051,433.62
224.5,0.374349,5.14354,1.92546,84.4923,434.583
225.0,0.376004,5.14344,1.93394,84.6803,435.55
225.5,0.376244,5.14342,1.93516,84.8684,436.518
226.0,0.375603,5.14347,1.93188,85.0562,437.483
226.5,0.374029,5.14356,1.92382,85.2432,438.445
227.0,0.374474,5.14352,1.9261,85.4304,439.408
227.5,0.376633,5.14343,1.93716,85.6188,440.377
228.0,0.37426,5.14353,1.925,85.8059,441.339
228.5,0.374158,5.14354,1.92448,85.993,442.302
229.0,0.373893,5.14359,1.92313,86.1799,443.263
229.5,0.376196,5.14347,1.93493,86.368,444.231
230.0,0.376187,5.14341,1.93487,86.5561,445.198
230.5,0.376699,5.14337,1.93748,86.7445,446.167
231.0,0.374799,5.14349,1.92775,86.9319,447.131
231.5,0.374203,5.14354,1.92471,87.119,448.093
232.0,0.377235,5.1434,1.94025,87.3076,449.063
232.5,0.375738,5.14347,1.93258,87.4954,450.03
233.0,0.374171,5.14353,1.92454,87.6825,450.992
233.5,0.374075,5.14352,1.92405,87.8696,451.954
234.0,0.376068,5.14337,1.93424,88.0576,452.921
234.5,0.37422,5.14347,1.92477,88.2447,453.883
235.0,0.374483,5.14347,1.92613,88.432,454.846
235.5,0.374034,5.1435,1.92383,88.619,455.808
236.0,0.373943,5.14351,1.92336,88.8059,456.77
236.5,0.377229,5.14337,1.94021,88.9946,457.74
237.0,0.375988,5.14342,1.93385,89.1825,458.707
237.5,0.375534,5.1434,1.9315,89.3703,459.673
238.0,0.373825,5.14349,1.92275,89.5572,460.634
238.5,0.376176,5.14338,1.9348,89.7453,461.602
239.0,0.374667,5.14343,1.92706,89.9326,462.565
239.5,0.374181,5.14346,1.92457,90.1197,463.527
240.0,0.373931,5.14343,1.92327,90.3067,464.489
240.5,0.373586,5.14346,1.92151,90.4935,465.45
241.0,0.377128,5.14332,1.93967,90.6821,466.42
241.5,0.373792,5.14356,1.92261,90.869,467.381
242.0,0.374429,5.14354,1.92588,91.0562,468.344
242.5,0.373839,5.1435,1.92283,91.2431,469.305
243.0,0.375969,5.14337,1.93373,91.4311,470.272
243.5,0.376304,5.14331,1.93543,91.6192,471.24
244.0,0.375447,5.14338,1.93105,91.807,472.205
244.5,0.374197,5.14346,1.92465,91.9941,473.168
245.0,0.373757,5.14351,1.92241,92.1809,474.129
245.5,0.37622,5.14339,1.93503,92.369,475.096
246.0,0.374028,5.14351,1.9238,92.5561,476.058
246.5,0.37416,5.14354,1.92449,92.7431,477.021
247.0,0.373978,5.14352,1.92355,92.9301,477.982
247.5,0.376002,5.14338,1.93391,93.1181,478.949
